Date,Symbol,Actual Price,Predicted Price,Action,Position Status,Floating PnL,Total Equity
2025-02-06,TWDUSD=X,0.030467554926872253,0.03029172355598817,HOLD,FLAT,0.0,1000.0
2025-02-06,USDEUR=X,0.9614600296348459,0.9601072358347729,HOLD,FLAT,0.0,1000.0
2025-02-06,USDGBP=X,0.7997399984688969,0.7983776542619055,HOLD,FLAT,0.0,1000.0
2025-02-06,USDJPY=X,152.6060028076172,153.50298285851488,HOLD,FLAT,0.0,1000.0
2025-02-07,TWDUSD=X,0.030491521582007408,0.030356175204807514,HOLD,FLAT,0.0,1000.0
2025-02-07,USDEUR=X,0.9628600333923388,0.9575139227276134,HOLD,FLAT,0.0,1000.0
2025-02-07,USDGBP=X,0.8040199617897751,0.7967265045423543,HOLD,FLAT,0.0,1000.0
2025-02-07,USDJPY=X,151.1929931640625,151.98133094066688,HOLD,FLAT,0.0,1000.0
2025-02-10,TWDUSD=X,0.03046189434826374,0.030380048473549304,HOLD,FLAT,0.0,1000.0
2025-02-10,USDEUR=X,0.9697800384300089,0.9589065059967264,HOLD,FLAT,0.0,1000.0
2025-02-10,USDGBP=X,0.806999957478764,0.8009933692535829,HOLD,FLAT,0.0,1000.0
2025-02-10,USDJPY=X,151.8459930419922,150.57304397936178,HOLD,FLAT,0.0,1000.0
2025-02-11,TWDUSD=X,0.03042713738977909,0.03035040501286024,HOLD,FLAT,0.0,1000.0
2025-02-11,USDEUR=X,0.9707300059503242,0.9657914295756079,HOLD,FLAT,0.0,1000.0
2025-02-11,USDGBP=X,0.8090200158146742,0.803963053255661,HOLD,FLAT,0.0,1000.0
2025-02-11,USDJPY=X,151.75900268554688,151.2210994004789,HOLD,FLAT,0.0,1000.0
2025-02-12,TWDUSD=X,0.030484739691019058,0.030315659335855824,HOLD,FLAT,0.0,1000.0
2025-02-12,USDEUR=X,0.96479001696426,0.9667230674638547,HOLD,FLAT,0.0,1000.0
2025-02-12,USDGBP=X,0.8031100355246079,0.8059717858700504,HOLD,FLAT,0.0,1000.0
2025-02-12,USDJPY=X,152.73899841308594,151.1324821233509,HOLD,FLAT,0.0,1000.0
2025-02-13,TWDUSD=X,0.03043602593243122,0.030372963216723323,HOLD,FLAT,0.0,1000.0
2025-02-13,USDEUR=X,0.9622799380092527,0.9607980487184358,HOLD,FLAT,0.0,1000.0
2025-02-13,USDGBP=X,0.8031700128700868,0.800082904117252,HOLD,FLAT,0.0,1000.0
2025-02-13,USDJPY=X,154.2550048828125,152.10714264274264,HOLD,FLAT,0.0,1000.0
